	name_surname	comment_text	time
491	Armen Davtyan	squirm	2019-04-24 14:27:01
492	Armen Davtyan	squush	2019-04-24 14:27:05
493	Armen Davtyan	speltz	2019-04-24 14:27:10
494	Armen Davtyan	salat	2019-04-24 14:27:29
495	Andrey Zhirenkov	оооо	2019-04-25 10:26:32
496	Andrey Zhirenkov	итоги когда?	2019-04-25 10:26:42
497	Varvara Indyukova	satuday	2019-04-25 15:56:01
498	Varvara Indyukova	sauce	2019-04-25 15:56:26
499	Varvara Indyukova	school [	2019-04-25 15:56:55
500	Varvara Indyukova	sir	2019-04-25 15:58:39
501	Varvara Indyukova	sketchbook	2019-04-25 15:58:59
502	Polina Nazarenko	swype	2019-04-25 17:20:25
503	Polina Nazarenko	sadness	2019-04-25 17:20:47
504	Polina Nazarenko	sausage	2019-04-25 17:22:44
505	Polina Nazarenko	semolina	2019-04-25 17:24:37
506	Vladislav Mamenko	sore	2019-04-25 17:30:44
507	Vladislav Mamenko	starring	2019-04-25 17:32:20
508	Vladislav Mamenko	store	2019-04-25 17:32:25
509	Vladislav Mamenko	stereotype	2019-04-25 17:32:43
510	Vladislav Mamenko	shoes	2019-04-25 17:32:49
511	Vladislav Mamenko	summary	2019-04-25 17:33:15
512	Vladislav Mamenko	setting	2019-04-25 17:33:52
513	Vladislav Mamenko	salmonella	2019-04-25 17:34:49
514	Vladislav Mamenko	servant	2019-04-25 17:35:02
515	Vladislav Mamenko	seed	2019-04-25 17:35:17
516	Vladislav Mamenko	sovereign	2019-04-25 17:35:30
517	Vladislav Mamenko	sedate	2019-04-25 17:36:17
518	Vladislav Mamenko	stoned	2019-04-25 17:36:28
519	Vladislav Mamenko	swan	2019-04-25 17:36:51
520	Vladislav Mamenko	sinus	2019-04-25 17:37:29
521	Vladislav Mamenko	shuttle	2019-04-25 17:38:13
522	Vladislav Mamenko	sarah	2019-04-25 17:38:50
523	Vladislav Mamenko	soak	2019-04-25 17:40:20
524	Vladislav Mamenko	seeking	2019-04-25 17:40:30
525	Vladislav Mamenko	scatter	2019-04-25 17:41:22
526	Vladislav Mamenko	spatter	2019-04-25 17:41:26
527	Vladislav Mamenko	scar	2019-04-25 17:42:26
528	Vladislav Mamenko	stab	2019-04-25 17:44:21
529	Vladislav Mamenko	shed	2019-04-25 17:45:24
530	Vladislav Mamenko	shred	2019-04-25 17:45:29
531	Vladislav Mamenko	starve	2019-04-25 17:46:02
532	Vladislav Mamenko	spike	2019-04-25 17:46:58
533	Vladislav Mamenko	spicy	2019-04-25 17:47:06
534	Polina Nazarenko	scarf	2019-04-25 18:16:30
535	Alexey Grachev	не знаю, пользуюсь английским давно в этом сайте puzzle english ,мастерство так и прет шучу нравится то что можно пробовать бесплатно да и регистрация простая )) так что всем успехов!ccылка https://ad.admitad.com/g/0abba212ff9ede07e1181ac5a4392d/	2019-04-25 18:24:27
536	Masha Zubkova	scare	2019-04-26 00:46:42
537	Masha Zubkova	size	2019-04-26 00:46:47
538	Masha Zubkova	summarise	2019-04-26 00:47:06
539	Masha Zubkova	sweat	2019-04-26 00:47:35
540	Masha Zubkova	sour	2019-04-26 00:52:26
541	Masha Zubkova	slim	2019-04-26 00:52:42
542	Rodion Biktimirov	в интернете не могу нигде найти текст, некоторые слова не разбираю, может кто помочь составить его? кому уж совсем нечем заняться, да или просто хотя бы найти его. спасибо.	2019-04-26 01:01:09
543	Lyosha Mironov	что происходит с linualeo? сайт не доступен😰	2019-04-26 05:20:13
544	Ivan Dubov	spouse	2019-04-28 17:28:17
545	Ivan Dubov	suspend	2019-04-28 17:28:31
546	Natalia Kim Stanco	"спасибо 
...абдул на сырову от soul)"	2019-04-29 02:47:06
