A1,A2,B1,B2,C1
"{'Imperatives (+/-)', 'Prepositions of place', 'Possessive adjectives', 'Verb + ing: like/hate/love', 'How much/how many and very', 'Possessive s', 'Modals: can/can’t/could/couldn’t', 'Present simple', 'Adjectives: common and demonstrative', 'Adverbs of frequency', 'There is/are', 'Present continuous', 'Past simple of “to be”', 'Pronouns: simple, personal', 'I’d like', 'Prepositions, common', 'Questions', 'To be, including question+negatives', 'Past Simple', 'Prepositions of time, including in/on/at', 'Intensifiers - very basic', 'Going to', 'common uncountable nouns', 'Comparatives and superlatives'}","{'Imperatives', 'Past continuous', 'Articles – with countable and uncountable nouns', 'Adjectives – comparative, – use of than and definite article', 'Present continuous for future', 'Modals – have to', 'Phrasal verbs – common', 'Adverbial phrases of time, place and frequency – including word order', 'Prepositional phrases (place, time and movement)', 'Zero and 1st conditional', 'Past simple', 'Gerunds', 'Modals – can/could', 'Wh-questions in past', 'Present perfect', 'Future Time (will and going to)', 'Prepositions of time: on/in/at', 'Countables and Uncountables: much/many', 'Adjectives – superlative – use of definite article', 'Modals – should', 'Verb + ing/infinitive: like/want-would like', 'Possessives – use of ‘s, s’'}","{'Modals - must/can’t deduction', 'Phrasal verbs, extended', 'Will and going to, for prediction', 'Future continuous', 'Connecting words expressing cause and effect, contrast etc.', 'Past perfect', 'Present perfect continuous', 'Wh- questions in the past', 'Broader range of intensifiers such as too, enough', 'Conditionals, 2nd and 3rd', 'Adverbs', 'Past tense responses', 'Complex question tags', 'Present perfect/past simple', 'Simple passive', 'Reported speech (range of tenses)', 'Modals: must/have to', 'Modals – should have/might have/etc', 'Modals – might, may, will, probably'}","{'Reported speech', 'Narrative tenses', 'Future perfect continuous', 'Adjectives and adverbs', 'Wish', 'Future perfect', 'Mixed conditionals', 'Passives', 'Modals of deduction and speculation', 'Would expressing habits, in the past', 'Modals – can’t have, needn’t have', 'Past perfect continuous', 'Relative clauses'}","{'Futures (revision)', 'Mixed conditionals in past, present and future', 'Inversion with negative adverbials', 'Passive forms, all', 'Narrative tenses for experience, incl. passive', 'Modals in the past', 'Wish/if only regrets', 'Phrasal verbs, especially splitting'}"
